Data;Altezza (m slm);Milioni mc
13/04/2020;250,94;63,74
14/04/2020;250,94;63,74
15/04/2020;250,94;63,74
16/04/2020;250,94;63,74
17/04/2020;250,94;63,74
18/04/2020;250,94;63,74
19/04/2020;250,94;63,74
20/04/2020;250,94;63,74
21/04/2020;250,94;63,74
22/04/2020;250,96;63,82
23/04/2020;250,98;63,91
24/04/2020;250,98;63,91
25/04/2020;250,98;63,91
26/04/2020;250,98;63,91
27/04/2020;250,98;63,91
28/04/2020;250,98;63,91
29/04/2020;250,99;63,95
30/04/2020;251;64
01/05/2020;251,01;64,05
02/05/2020;251,02;64,1
03/05/2020;251,03;64,15
04/05/2020;251,05;64,25
05/05/2020;251,06;64,3
06/05/2020;251,09;64,46
07/05/2020;251,11;64,56
08/05/2020;251,11;64,56
09/05/2020;251,11;64,56
10/05/2020;251,12;64,61
11/05/2020;251,12;64,61
12/05/2020;251,13;64,66
13/05/2020;251,11;64,56
14/05/2020;251,08;64,41
15/05/2020;251,06;64,3
16/05/2020;251,04;64,2
17/05/2020;251,03;64,15
18/05/2020;251,02;64,1
19/05/2020;251,05;64,25
20/05/2020;251,06;64,3
21/05/2020;251,05;64,25
22/05/2020;251,05;64,25
23/05/2020;251,04;64,2
24/05/2020;251,03;64,15
25/05/2020;251,02;64,1
26/05/2020;251;64
27/05/2020;251;64
28/05/2020;250,98;63,91
29/05/2020;250,98;63,91
30/05/2020;250,99;63,95
31/05/2020;250,99;63,95
01/06/2020;251;64
02/06/2020;251;64
03/06/2020;251,01;64,05
04/06/2020;251,01;64,05
05/06/2020;251,01;64,05
06/06/2020;251;64
07/06/2020;250,99;63,95
08/06/2020;250,98;63,91
09/06/2020;250,97;63,87
10/06/2020;250,96;63,82
11/06/2020;250,95;63,78
12/06/2020;250,94;63,74
13/06/2020;250,94;63,74
14/06/2020;250,93;63,69
15/06/2020;250,92;63,65
16/06/2020;250,92;63,65
17/06/2020;250,91;63,61
18/06/2020;250,93;63,69
19/06/2020;250,92;63,65
20/06/2020;250,9;63,57
21/06/2020;250,88;63,48
22/06/2020;250,86;63,39
23/06/2020;250,86;63,39
24/06/2020;250,86;63,39
25/06/2020;250,87;63,44
26/06/2020;250,85;63,35
27/06/2020;250,84;63,31
28/06/2020;250,83;63,27
29/06/2020;250,82;63,22
30/06/2020;250,8;63,14
01/07/2020;250,79;63,09
02/07/2020;250,78;63,05
03/07/2020;250,77;63,01
04/07/2020;250,75;62,92
05/07/2020;250,72;62,79
06/07/2020;250,69;62,67
07/07/2020;250,68;62,62
08/07/2020;250,67;62,58
09/07/2020;250,65;62,49
10/07/2020;250,6;62,28
11/07/2020;250,57;62,15
12/07/2020;250,55;62,07
13/07/2020;250,53;61,98
14/07/2020;250,51;61,89
15/07/2020;250,5;61,85
16/07/2020;250,48;61,77
17/07/2020;250,47;61,72
18/07/2020;250,46;61,68
19/07/2020;250,45;61,64
20/07/2020;250,44;61,59
21/07/2020;250,42;61,54
22/07/2020;250,4;61,42
23/07/2020;250,37;61,29
24/07/2020;250,34;61,17
25/07/2020;250,29;60,95
26/07/2020;250,26;60,82
27/07/2020;250,22;60,65
28/07/2020;250,15;60,35
29/07/2020;250,1;60,14
30/07/2020;250,05;59,92
31/07/2020;249,99;59,66
01/08/2020;249,92;59,32
02/08/2020;249,86;59,03
03/08/2020;249,81;58,79
04/08/2020;249,74;58,45
05/08/2020;249,68;58,15
06/08/2020;249,61;57,81
07/08/2020;249,56;57,57
08/08/2020;249,52;57,28
09/08/2020;249,48;56,99
10/08/2020;249,44;56,99
11/08/2020;249,39;56,75
12/08/2020;249,34;56,5
13/08/2020;249,28;56,21
14/08/2020;249,22;55,92
15/08/2020;249,18;55,73
16/08/2020;249,1;55,34
17/08/2020;249,05;55,09
18/08/2020;249;54,85
19/08/2020;248,94;54,56
20/08/2020;248,89;54,32
21/08/2020;248,84;54,07
22/08/2020;248,75;53,59
23/08/2020;248,67;53,25
24/08/2020;248,61;52,96
25/08/2020;248,56;52,71
26/08/2020;248,5;52,42
27/08/2020;248,45;52,18
28/08/2020;248,4;51,94
29/08/2020;248,35;51,69
30/08/2020;248,37;51,79
31/08/2020;248,35;51,69
01/09/2020;248,32;51,55
02/09/2020;248,3;51,45
03/09/2020;248,25;51,21
04/09/2020;248,2;50,97
05/09/2020;248,15;50,72
06/09/2020;248,09;50,43
07/09/2020;248,07;50,33
08/09/2020;248,04;50,19
09/09/2020;247,98;49,92
10/09/2020;247,94;49,76
11/09/2020;247,91;49,64
12/09/2020;247,86;49,44
13/09/2020;247,8;49,2
14/09/2020;247,74;48,96
15/09/2020;247,68;48,72
16/09/2020;247,61;48,44
17/09/2020;247,55;48,2
18/09/2020;247,5;48
19/09/2020;247,46;47,84
20/09/2020;247,39;47,56
21/09/2020;247,36;47,44
22/09/2020;247,33;47,32
23/09/2020;247,28;47,12
24/09/2020;247,22;46,88
25/09/2020;247,16;46,64
26/09/2020;247,13;46,52
27/09/2020;247,1;46,4
28/09/2020;247,05;46,2
29/09/2020;247;46
30/09/2020;246,96;45,82
01/10/2020;246,91;45,61
02/10/2020;246,83;45,27
03/10/2020;246,76;44,97
04/10/2020;246,78;45,05
05/10/2020;246,93;45,69
06/10/2020;246,92;45,65
07/10/2020;246,94;45,74
08/10/2020;246,96;45,82
09/10/2020;246,94;45,74
10/10/2020;246,89;45,52
11/10/2020;246,84;45,31
12/10/2020;247,05;46,2
13/10/2020;247,08;46,32
14/10/2020;247,1;46,4
15/10/2020;247,29;47,16
16/10/2020;247,47;47,88
17/10/2020;247,49;47,96
18/10/2020;247,54;48,16
19/10/2020;247,57;48,28
20/10/2020;247,58;48,32
21/10/2020;247,58;48,32
22/10/2020;247,58;48,32
23/10/2020;247,58;48,32
24/10/2020;247,57;48,28
25/10/2020;247,57;48,28
26/10/2020;247,56;48,24
27/10/2020;247,61;48,44
28/10/2020;247,64;48,56
29/10/2020;247,67;48,68
30/10/2020;247,68;48,72
31/10/2020;247,69;48,76
01/11/2020;247,71;48,84
02/11/2020;247,69;48,76
03/11/2020;247,71;48,84
04/11/2020;247,72;48,88
05/11/2020;247,72;48,88
06/11/2020;247,72;48,88
07/11/2020;247,71;48,84
08/11/2020;247,72;48,88
09/11/2020;247,72;48,88
10/11/2020;247,71;48,84
11/11/2020;247,7;48,8
12/11/2020;247,68;48,72
13/11/2020;247,67;48,68
14/11/2020;247,65;48,6
15/11/2020;247,64;48,56
16/11/2020;247,64;48,56
17/11/2020;247,64;48,56
18/11/2020;247,66;48,64
19/11/2020;247,66;48,64
20/11/2020;247,66;48,64
21/11/2020;247,65;48,6
22/11/2020;247,65;48,6
23/11/2020;247,65;48,6
24/11/2020;247,64;48,56
25/11/2020;247,63;48,52
26/11/2020;247,61;48,44
27/11/2020;247,59;48,36
28/11/2020;247,57;48,28
29/11/2020;247,55;48,2
30/11/2020;247,52;48,08
01/12/2020;247,54;48,16
02/12/2020;247,57;48,28
03/12/2020;247,63;48,52
04/12/2020;247,65;48,6
05/12/2020;248;50
06/12/2020;248,85;54,12
07/12/2020;249,25;56,07
08/12/2020;249,64;57,96
09/12/2020;250,21;60,61
10/12/2020;250,41;61,47
11/12/2020;250,4;61,42
12/12/2020;250,33;61,12
13/12/2020;250,22;60,65
14/12/2020;250,12;60,22
15/12/2020;250,08;60,05
16/12/2020;249,99;59,66
17/12/2020;249,91;59,27
18/12/2020;249,83;58,88
19/12/2020;249,73;58,4
20/12/2020;249,63;57,91
21/12/2020;249,52;57,38
22/12/2020;249,53;57,43
23/12/2020;249,51;57,33
24/12/2020;249,5;57,28
25/12/2020;249,68;58,15
26/12/2020;249,82;58,83
27/12/2020;249,85;58,98
28/12/2020;249,86;59,03
29/12/2020;250,48;61,77
30/12/2020;250,72;62,79
31/12/2020;250,63;62,41
